Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,17536957227,17998848068,19618885273,23763192067,21155983115,24753078627,27004854798,26428127094,27640157136,30832319461,32291339279,34805101121,37751010365,45757017303,55630838423,63175972319,67287787750,79004639992,91924148166,101625317977,107546717019,106960492873,107085641461,101426493279,101374638039,105873500004,121371793665,133965274614,133065119146,128126517579,130291271874,133441266229,122228553676,124274791346,110488281445,126428601766,132696129694,138901368465,143025325703,142110986430,153864090056,145792830832,157551860014,179173334761,206564084336,237060004800,283321386508,338985165732,407490091879,407174789547,450893476310,502249294966,538152345027,583955229558,
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22387561845,23678012697,23822087053,25432144406,23386945597,21774273832,23289671102,26878499206,34658113497,41574530816,45416358502,50436294495,60065225494,70461454280,62636688809,59643818182,62241414803,56479515972,57868674298,
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3476346281,2111405826,1806285587,2124933516,2695499730,2970865203,3242667331,3757500381,4088703120,3664503846,3507981946,3214632479,2826481072,3660483886,4154289832,4879738636,5885325590,6548530572,6584649419,6622541529,7516834160,7890216508,8459326660,
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34559392151,38514171470,39900742712,42925508501,46166297229,46448783683,47070176268,48548470550,48965869806,47110416254,53533393255,67366285759,84738408726,103156817855,111890070522,114238447645,138580119900,156578897626,129359841852,129585601616,139439620999,126824840352,133423898612,
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,5980840376,7467363479,8798957442,9656740014,9849117953,11605084560,17171181163,27227711000,32147953008,39328674730,48396143466,54298158340,55122620334,78013206037,92473878832,94715163814,85369201879,87612439197,87338874330,80060657612,75929617715,88787623310,101455197786,114426498045,128167999846,139116270052,158006849879,176892148243,202132032844,227369671349,215748854647,95445548017,140001352527,165021012262,160446947638,195660611034,234772458818,256836883305,285868603864,364570525997,432216737775,510244548960,539579955780,709190823320,845931645339,876719347689,868345652475,
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"914727080,6",1023086919,1180919719,1382548250,1567465657,1563667800,1614595291,1897606791,2264911807,2758117365,2915710378,3437450712,4075664785,,,,,,,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,37679274491,39920452403,42900864970,49271095508,57470781033,60599264112,46669801600,51014155360,54016411987,59472993627,63517182000,68532271313,72716595884,87014945186,101271489826,100199514365,104518118777,123617837582,139708688962,155674337010,189594121352,196883474523,204234366470,222090283347,215878233651,236589100981,253352444883,283926977522,301790951204,301233728793,326608014285,274842348144,293262352360,284193716757,333014463393,366599645610,399786888514,423160419439,428741030147,466867079642,476609148165,493954333981,523968561884,618356467437,721585608184,834215013606,949116769620,1238700195645,1224097069460,1365372433341,1708458876830,1880100141185,1858744737180,1876797199133,
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1939329775,2088012282,2260349684,2430843768,2766608946,2945704143,3104034393,3343636773,3278584478,3787077344,4391605368,5093158873,6311752164,7473702682,7888974406,9474337979,9444316303,11237107982,14633369073,18301041747,21726139828,20649549626,21453309971,20745312127,20086571282,21248773965,28685898580,33886647355,37735178884,39199211073,49256398072,49737787045,55862700255,52365135830,57040641343,69070783965,75695885207,82654657116,89810328137,98541501705,99317573706,108455236063,127215402503,163476060045,193043112998,210357750336,230522874774,269283397855,273732372422,233542426994,218435251789,237771734260,221966026814,232077419240,
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,6154739685,6706096865,7425389720,8447898398,9482344576,10588052396,13203457893,16346614632,25789290845,44331002246,48942018417,63626810883,74816947679,73033383216,86168280190,90041228622,97085719579,121526715239,147222717993,153067404656,170673002206,198775373326,127851925592,116305831423,114003085004,116035029649,,,60088309491,67128216023,90829495171,110573439131,105298720965,102661888397,104656040168,101286514977,115438386682,116420833374,135409681532,163226579221,192014940324,222880533511,286057933326,355988367222,362661111280,422567967405,528426099489,502729273638,368904351627,
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1683918697,1831479752,1954399418,1978199407,2340239248,,,,2896947553,3008120891,3281713715,3865346441,4113848154,5134367502,11516762346,13458516450,17754825188,19838130253,23762275099,37816456960,53405687888,38424990641,42595309679,40595050175,46808830635,48291501126,47134059506,56617488896,62511498166,65650230207,179910699665,,,,,,,,,,,,,,36627901762,49954890353,65141035028,88837727881,131611819294,111660855043,138516722650,185749664444,216044306775,229327284734,
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,248434097,"253885656,3","284916516,2","340061650,1","434267936,9","523694949,4","628893310,4","621225962,2","474399471,6","414709311,4","532726022,7","677913409,1","849251076,4",1167637524,1532511556,1422958230,1688573695,2233756575,2540540851,2886055048,3420074912,3532928255,3243284168,2797570137,2897187132,3018165480,4035231346,5583425615,6176445715,5737417173,6542685705,6988721005,7161930160,6289671159,6462503423,7205069434,7526269561,7620750787,8489958187,8951369525,8947860486,8147162010,9184959476,11324394791,13736980298,16798507502,17101040182,21446741082,17599245766,12823849535,13261035517,14665793477,14182614909,15330057867,
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2887081901,3486954461,2596553912,2992170981,3405458502,3663345598,3980013325,3921085398,3959154192,4568013078,5372301095,5573108413,7173788441,9242160982,12567588804,12336986760,12475947718,13776267566,13618844019,17511335263,21780968646,23196333205,24572712049,27435501837,26042767127,24122660959,29701444276,35476344266,43892480102,44599772802,52490325648,59170288070,65771216221,65925582473,74669718187,99319560111,109160636024,113365224642,114992763348,116276785142,131451205455,129596737761,119876313901,125467161459,134020972780,141212566845,152231249158,176674375015,213920568562,206478651171,232907996791,258417551705,257206359086,290550599943,
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,40385288344,44842760293,50383891899,57710743060,63175417019,67978153851,73654870011,81133120065,87942231678,97085082807,113062419455,124306364544,144833597610,174976862504,198978626079,227027400356,224057573157,256840083608,314133402236,392521436961,475855686864,429438430761,426018294631,441741727945,436602175557,450889910455,638506360566,803347784882,888991448081,925935047841,1177754920168,1242561608709,1316286027808,1061831662975,1095989702209,1171213598003,1309407704856,1239510004548,1266790453886,1249057106329,1142213930348,1162784787472,1267043101826,1570330699774,1799204087588,1853465900612,1943430740490,2203972558211,2391963512218,2186107544937,2126620402889,2278230390030,2091760740477,2149484516712,
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,"699064357,3","748043414,1",777727657,826706669,"897948941,6","972159571,2",1096759516,1148014336,1083839096,1191239556,1404720459,1539862371,1875146657,1905861157,2375122421,2860442775,2966042882,3249733207,2644527877,2425064186,2679379401,2979027961,3293496303,3619262288,2373564501,2100239027,2754549678,3287007232,3828342820,4404938028,4592208212,4106205952,3535452386,4891215397,4938132518,5813471982,6527302708,7472532258,8742153397,8830909008,9008629729,9104515930,9718989517,9430236065,10173234921,11075778481,11903020644,12820055025,13676837630,12125023181,13230844040,14433926129,14794802081,14362262585,
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,"599759760,1","657999736,8","631679747,3","561119775,6","698879720,4","639519744,2","678159728,7","788479684,6","943783839,7",1197483949,1363073498,1708822440,2096778602,2602535813,3271368781,3909708819,4384247336,4680673604,4920692191,4967162160,4993512829,6402001909,6756417469,6277331602,4221121314,4159928734,4344467193,5311188450,5606237931,6237650243,6727446669,6928359295,7244402975,7910621093,8147494329,8457923945,8972965061,9580161951,10193023726,11407566660,12588665456,15056937136,17110609939,21971835283,23818322958,26425379437,28840263380,31015239545,33678500148,
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,44307342950,53508617739,60723018684,69498131797,81749006382,90950278258,105628070343,123781880218,146601072686,172204199481,209070551157,236154755295,312738030290,424891148590,471643172433,512861437159,576405865273,709404712455,996741758197,1037452649455,1086988088501,1201465862932,1116840773462,1218106450432,1294608503865,1384532251034,2051061226985,2485236197212,3015393553893,3017052046398,3103698099973,3536800942895,3852794371594,4414962786901,4850348016492,5333925511059,4706187126020,4324278106866,3914574887342,4432599282923,4731198760271,4159859918094,3980819536160,4302939184964,4655803055651,4571866957195,4356749775547,4356346715298,4849184924937,5035142154901,5495387182996,5905630870455,5954476603962,4919563108373,
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932728899,24881135586,24906939560,23409027476,21250839258,20374307047,21035357833,22165932063,22135245413,16870817135,18291990619,22152689130,24636598581,30833692831,43151647003,57123671734,81003864916,104849886826,133441612247,115308661143,148047348241,188048960311,203517198089,231876282134,
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,"791265458,8","792959472,1",868111400,"926589348,6","998759333,6",997919320,1164519673,1232559506,1353295458,1458379415,1603447357,1778391289,2107279157,2502142444,2973309272,3259344936,3474542392,4494378855,5303734883,6234390975,7265315332,6854491454,6431579357,5979198464,6191437070,6135034338,7239126717,7970820531,8355380879,8283114648,8572359163,8151488882,8209120678,5751786610,7148148564,9046320197,12045865466,13115764433,14093998844,12896010520,12705350153,12985991723,13147736954,14904504019,16095321631,18737895401,25825512278,31958177083,35895143045,37021506163,40000112728,41954956603,50334698278,55243056201,
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674000000,2570833333,2316562400,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249062025,1369691955,1525113501,1605640633,1919012781,2211535312,2459876152,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7226303261,
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,"637142865,7","642857134,3","660000008,6","728571437,1","782857128,6","868571428,6","914285714,3","962857134,3",1065714249,"978873267,5","718401145,9","969911437,9","505549460,3","702899173,5","588443893,7",,,,,,,,,,,,,,,,,,,2533727592,2791435219,3441205624,3506695723,3443413332,3120425503,3517242477,3654031716,3979813388,4284028138,4658246907,5337833256,6293046162,7274424519,8639164917,10351829066,10401935532,11242266334,12829541141,14054443213,15238689686,
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,"14295279,54","15278632,48","18936526,95","31710657,73","85637174,37","55081816,99","41109627,28","38748059,44","45210026,32","42620165,44","27935549,99","29307055,85","29659194,64","29432432,43","28646774,9","21294783,16","20572860,96","23924520,38","30842253,3","29558753,76","28413863,09","47797290,48","49724297,12","48613286,35","56200272,83","57610627,71","67866425,46","69152456,24","67097398,61","70596128,71","67512714,52","63101272,37","72259045,96","90148518,06","102220914,8","106147384,5","104668674,7","123005089,6","135044455,6","127125253,5","150431113,6",172253739,"174984468,8",168951535,
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,"12366635,58","12483301,96","12541635,15","12833301,08","13416632,95","13593932,43","14469078,29","16742338,59",14600000,15850000,16300000,"19624746,42","22944848,51","24196018,48","31514856,72","33364054,13","30095602,18","29888888,36","34259258,65","39888888,18","47999999,15","56555554,56","59925924,87","59666665,61","70037035,8","77999998,62","94148146,49","108185183,3","126666664,4","143259256,7","159200367,6","164574441,5","181815552,3","198341107,6","221740736,8","230740736,7","245555551,2","275089909,1","287324365,9","305008717,2","420086426,4","460467993,8","480825573,9","463418870,6",501150880,"543169953,4","636070988,8","684148691,6","734660333,3","708891296,3","692457407,4","728050629,6","731919888,9","765870666,7",
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,3891849048,2357059045,2745939978,3863726949,3358134143,3017614366,3806043709,4702747059,5955336766,7475692344,9409775889,10418262999,11367558350,14538310906,20426484041,22797520661,31354545455,40255785124,54273760331,69731818182,67802380521,76240987915,81639218690,90524009024,99983374277,103729914255,119773895286,150986906889,202308365346,248768504453,284757121058,332324538079,356117978608,391963073243,458704213081,559329547370,603413139412,560485235838,376481975682,486315001430,561633037420,533051998854,609020054512,680520807982,764880644711,898134300668,1011797986992,1122675892646,1002216051903,901934953365,1094499350178,1202463655510,1222807167489,1304553972502,
Kosovo,,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849196082,2535333632,2702427047,3355083117,3639935348,3743116980,3918184455,4694507127,5687488209,5653860934,5830320265,6692502502,6499938584,7071959241,
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,2097199075,2391198945,2441598923,2662798826,2769198779,2873638822,3880392338,4450537866,5408804503,13006948809,12022811524,13132252303,14137407257,15503557923,24749064363,28638869294,25058021180,21577153433,20871081552,21700083143,21445970693,17903989900,22368703293,20690321183,24313856915,18427778571,11009955543,19858555905,23941392355,24848484745,27191687674,31492937201,30350433060,25946185994,30120888964,37718011469,34890773740,38138801497,47875837662,59440511982,80797945205,101561153806,114721830986,147402413798,105911338608,115428557470,154032229428,174044699037,175830502498,
Latin America & Caribbean (developing only),LAC,GDP (current US$),NY.GDP.MKTP.CD,73099079136,76800622704,88557486220,88705555563,98826742067,107117902659,117398841428,120363145521,130028305965,145091847491,157555277853,174822370776,198015360416,258430533252,343911700976,370468436892,410817313898,449271916676,509043680935,601850329590,709160862914,817393170705,768544920059,683936841545,672303774634,694550812518,706194490546,738783666704,845610309672,924180647517,1079827219553,1143989829197,1235189242635,1444208983222,1703561671332,1795363430220,1940423940649,2122326755971,2127387749363,1914802903304,2119423478925,2063922940252,1812553786071,1862722706953,2133995622649,2592085918900,3042934561731,3609725171671,4213480213177,3949935827718,4897062786884,5488246013461,5472452378257,5657371727400,
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,1757142806,2366666616,1776842041,1087273076,"598961279,4","714046803,2","865559856,2",1028087947,1127806918,1327748655,1543606382,1763536299,1873671511,1747011884,1280177847,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735550177,3452895836,4222945530,5443930125,5832882922,7181441152,8254088067,9359185244,11242526454,
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313539979,2717998713,2838485398,4451497337,5545921821,7535259914,9599127189,11718795352,13690217121,15751867489,17247179483,17391056437,17260364842,17649751244,19152238806,20082918740,20955223881,21287562189,21796351575,24577114428,28829850746,35139635158,38009950249,40078938640,43205095854,44352418120,
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,190495648,183920944,191861808,200229616,218929096,229260776,244459452,261024284,276820652,306961824,323099728,341543056,368098032,386968288,486955024,577549312,596675728,673010608,717240448,814067872,854711504,846514496,863933152,823374944,848478336,851296080,840964416,972800000,1038300000,786300000,384400000,348000000,223500000,160400000,132200000,134800000,159400000,295900000,359599999,"441800019,4","529064646,7",515000000,536000000,409000000,467000000,542000000,"604028581,8","739026892,2","850040458,8",1155146230,1292696476,1537753885,1733828405,1950960138,
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28904898118,31992732972,33887047909,30660051911,28610549763,25541379187,27884615385,30700897875,27251534530,30484399896,33896600871,28420321952,19842519685,24062500000,33384615385,44000000000,56484375000,71803278689,93167701863,62360446571,74755288917,34699395524,81873662519,74199528672,
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,"103444442,6","133414812,5","152244441,8","143588886,4",154503701,"197088885,4","189166663,3","225777773,8","242385180,9","273977772,9","311511105,6","397192585,6","431470362,8","477996287,9","492029620,9","517566657,5","560811101,2","566370360,4","604411100,4",657529581,"692507395,2","780895356,6","738755098,1","741966023,9","805836689,5","885242280,7","935463205,7",1066944389,1143476980,1171371519,1176607815,1244297407,1289531852,1302666704,1335764111,
Latin America & Caribbean (all income levels),LCN,GDP (current US$),NY.GDP.MKTP.CD,81143000828,86168729870,99183541815,99489366416,110702403802,119567505239,131111390507,134267738843,144625611495,161958530954,176071957725,196580454002,221039601528,289390774545,375890572989,394560760868,438758688948,483046221535,547773333466,651679722380,773057083195,890036300214,832995917305,740088370349,729985620256,750542019267,764088007577,803933649439,918016872889,1003333881793,1167269198034,1240478992156,1344300551767,1561039289711,1834993769702,1948842456748,2103680847041,2301334169192,2311522006521,2095799607649,2312403052867,2256679272354,1999353928923,2060751560916,2364388613696,2859771903093,3351637844141,3949352728623,4579901661224,4300977053207,5308616842813,5949147408566,5952173474356,6158278891980,
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,115502825820,116012604054,115985376947,108462450964,109118974917,118343880350,128436638297,141601688591,144745541352,146547855546,152393986626,156930735044,138447299311,140152333980,130607633948,148933168640,158775684919,168095443600,168786906930,170262467347,194071272365,186106406989,201016817758,225333928764,262896410443,309152685348,370797172033,455652881050,560179036487,554362411404,621227159817,699703265372,742272432384,804442152796,
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,22012739236,22798329835,24739733631,29482855232,25452794300,29531193208,32528409340,32953202869,34333489139,38415476161,40062167612,42760770976,41703762955,50844621675,64070229619,80520060396,66984230886,74843899234,89699283623,99902425553,108690790192,108015250564,108902209478,102071100366,99915536406,104474687457,113137356809,120016884388,129619128915,130221663038,139193667117,141044314070,129696274633,128098696325,118919833809,136471205439,152564941435,158664688751,162435989523,161860714710,178870576577,168499942982,176500560829,193556276053,216795847306,242141171807,280350393087,331185048063,390783010522,417888203092,455387207381,506290794645,561066931052,612710062256,
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,"90099360,77","104889797,8","124940284,9",165928854,"193980461,9","246389070,1","272489354,1","303493105,4","436912093,1","503173087,2","534699256,8","511647837,1","522096760,5","524023708,3","502620920,7","529073612,5",779357947,1052849231,1161757671,1119983791,1421508901,1484160640,1631176617,1673085623,1948128896,2428524750,2504013004,2298390584,2479698579,2664105901,2483890594,2491800559,2688617885,3070803431,3454374261,3658356378,3988775844,4602346923,4929414915,4826167676,,,,,
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1419629929,1454342131,1458609620,1241387714,1321840726,1698319328,1751470588,1859465021,1801176471,1965546218,2296470588,2369308600,2553936348,2875625000,3574586466,3791298146,3591319857,4104509583,2733183857,3364611432,4024621900,4415844156,4768765017,5167913302,6043474843,5978460972,6405210564,6682167120,6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091930836,15794972847,15656342016,16330810304,15746224410,17102623876,18881765437,20662525941,24405791045,28267410543,32351184234,40715240469,42067974595,49567521670,59178013928,59393056426,67182015336,
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,86820786532,92286578307,94674837408,105685820362,120357956881,129167573664,114863451742,122092372354,131138805713,146299179950,161685054853,168405784270,182504367205,217001436435,276105720621,299610631673,337910570060,388699789769,433539021903,492073437946,614511375501,650379029593,656560485718,642817519841,634929605871,663894109786,691178250675,760939037627,797231044776,808754863677,866492781327,833015778890,872400398023,874287872049,951140753770,1067001821114,1163990177437,1200850277961,1075348485063,1172279261370,1241008160915,1253774651238,1346973255507,1543093930767,1769079393193,2041723857853,2429261931331,2999723860194,3337126800192,3416049506087,4307477463057,4870886754484,5043300972763,5234088255000,
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,277039786156,266641306920,278757803261,299673055373,333439668211,368383153309,380916599187,391143607437,413809887620,462538102362,506176287520,545511526401,609611032963,770915525073,985036138258,1088617305758,1177595401982,1324748496383,1441811609548,1714462528741,2003260823678,2154934193111,2139891392207,2095909320193,2126159861703,2238855493299,2338495506858,2410624938853,2611509219298,2772500157455,3172292422015,3220933175386,3427521420929,3703183656535,4135944228288,4660384300480,5112080493409,5418590986126,5365100978995,5304194861215,5740094167132,5752445973566,5813310967447,6522940141705,7646327920435,9025169176011,10631509555462,13100527046296,15608920780211,15577595306604,18876177877623,21906392553200,23110477174191,24547721876579,
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,"34579986,18","35699985,73","41859983,27","47039981,2","51939979,24","54879978,07","56699977,34","59261976,32","61445975,45","65967973,64","68739972,53","76480285,11","80915356,83","121188698,6","150851315,7","149558945,4","147659999,9","193314999,8","266569999,8","290134729,7","431542682,2","434174015,4","326943105,1","355443856,1","302993843,6",247680797,"290586782,6",369345623,"429740033,7","451447042,2","544578771,2",608767924,"720543405,4",721599288,"755041471,9","859092080,8",815937451,"859816180,5","819422421,8","801540664,7","771258553,7","706393604,9","656750018,2","969160943,4",1234197711,1368346468,1428842600,1597484736,1630667593,1708772782,2175685681,2487352968,2328196275,2334989648,
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10506695074,10287023246,8562311027,7424597884,6958636950,7904895791,8426600000,10128700000,11254050000,10971375000,11434200000,12159225000,14163949142,18608709857,22659294573,26085307222,30246361657,39325985931,47438363056,37050081723,36709511568,43083067994,42343559196,45931968474,
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,"703925705,9","704145671,4","741509480,8","791140595,8","903158753,9","921600736,3","968440149,5","974721762,5",1066447131,1234878981,1519040258,1582609657,1981628448,2719572345,3317449358,3254610947,3567483490,3948591334,4916865633,5748868602,6272826045,5266077684,4795757990,4714376726,4624988690,4769597867,6966599241,8670639762,9814025891,10459570434,13315901255,14415689073,16170973400,16594891558,18445827827,21729575807,21630543713,19460337844,20340193376,22267745365,21303021927,20998210291,23285902503,29095033860,34209333656,37023578570,41779066643,49207986176,54963951912,50141325205,52143650383,58956127431,56292381076,60130847624,
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,5715853653,6827011059,7690315589,7447002857,6756418264,4848056772,4467987271,5060854731,5235719779,5585292783,6133234180,6616957681,7288524473,7833068425,8313047744,9314784080,11186452601,13761569545,16041840426,19935046397,28765687042,33669367720,25875781250,24009680460,28480338368,28372577697,30956691628,
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,1021654718,1016585687,1182693473,1222072821,1376075268,1786734514,2087122776,2478807841,2990180516,3464946372,4581185871,5280218135,5868546011,6560672251,6628525683,6674552885,6186475688,5916957025,6101794939,6514271488,7008026415,7926373572,10258324479,11792570016,14568709574,18054684854,20731022857,21313263933,28359706123,36634742799,42981497744,51753094764,
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2037154689,2025693487,2379611063,2657252509,2798345226,2948325264,2876395613,3046339295,3271415868,3651615453,3956328426,4356633663,5074117545,6242177798,7675408486,8984824183,9584323309,11049896742,13236854105,15912133569,21079357821,17108443052,17091648680,15642990733,14171045911,14294246249,18722705505,20656951247,24633853688,25271642769,28839382991,31014466120,32042164441,30137111517,34085406933,37183957845,41383907571,37263566705,40021694631,39734023743,37020609825,37724674865,40416114690,49822651702,56948015336,59523857868,65637107776,75226318359,88882967742,90908402631,90770671432,99211339029,95903690326,103835702814,
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,293073868,327651488,"402460333,2","523552815,1","563939670,7","711922994,2","735339911,9","811250927,4",1000535735,1209898293,1378130996,1205166026,1143229072,1092551781,1037314956,1082851077,1515209588,1839095595,2000674667,2010116851,2481316054,2480497548,2737066956,2574439973,2720297739,3130270919,3137848783,2840182192,2934578789,2906009308,2647883820,2671401083,2905973022,3588988601,4110348444,4280072626,4663488363,5974371696,6919241412,5557579883,5350993377,6074506533,,,
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3592856080,3094567110,2319243407,2371812882,1702314343,1752995321,1695130492,1930071455,1639497207,1170785048,1288420223,1480656884,1661818168,1980901554,2598231467,2988172424,3408454198,4402495921,6054806101,5439422031,5811604052,7016162818,7284686576,7969618966,
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,"673081724,1","699161943,9","739286906,9",759345863,"802482182,9","833563472,2","900264583,7","956436931,1",1031669636,1056391055,1111859570,1199507630,1341590682,1653062347,1917508190,2283049233,2181844194,2358930406,2669755116,3463565881,4042139901,3594868208,3526198070,3511573992,2939485472,2857889712,3258288891,2565634382,2442507588,2498059015,3081479800,2653141959,3024459294,3370842211,2977040884,3159901109,3995028429,3545776813,3738704582,3717515283,3877673635,4529575233,4397254715,5474030228,4363934417,5039292947,5515884434,7342923620,9413002737,8550363829,8729936136,9892702358,9919780222,10613494031,
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,"42463576,16","44781456,95","47935843,79","57829787,23","109503546,1","127154929,6","141902097,9","141268980,5","168610478,4","189535398,2","215089005,2","244468292,7","284853358,6","322326642,3","355884383,1",398988955,450382328,"508223603,2","540096400,2",589239757,"624337143,6","802442810,5","828240882,5","949867661,8",1075605492,"992473987,3",1303375806,1541978559,1891633531,1984639641,2134104884,2162990126,2113179304,2299843167,
Middle East & North Africa (all income levels),MEA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,32016783582,35661909840,39387154651,46077269313,55990801409,75379717319,138120803939,151260385440,188283945301,217604314694,232348757782,305571939376,396836100459,410937777263,407934989316,410689617073,416627694136,422746092797,431403405856,401724524936,398225377602,411241203698,538047365643,538928236018,586135479948,590098173755,613531294639,698161920516,787489276168,818114917299,796317218971,846525477858,948161355351,946913333768,947456748476,1061036189376,1237176685344,1484342423640,1739775780099,2056646726745,2595218073924,2310150688528,2689019519331,3209069139883,3440297408791,3442350270406,
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,13056164925,14153954349,15221053213,16936337668,20070134741,21829715344,24337233447,26556372081,29363632834,32515754314,35541711470,39200879416,45178119327,55271303176,71976542927,88003982689,89023916067,81825780564,102517450026,134540322293,194356825709,250083027275,173720847691,148866911934,175632163244,184473097296,129440191340,140263673924,183144276294,222977042347,262709785593,314453895612,363609268789,503962814552,527318769551,343792780639,397404138184,480554647429,502010268264,579459682094,683647980782,724703571307,741559499085,713284260880,770267585947,866346483685,966735935558,1043394940068,1099073123655,895313142212,1051627949327,1170085556896,1186460890130,1260914660977,
