Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,4040948305,4552914130,4968598031,4838841456,5992169467,5790247619,5452762963,5727208180,5918467519,6405440200,7198373469,7820367893,8671371951,10315774588,12370045405,13098633902,15341403660,19470978268,23263511958,27940389361,33400712095,36388389129,38968019453,38729822782,38253120738,34894419525,34942483688,36373312083,39212545681,39540083646,40274204595,41239551378,49279585355,55802540101,81703496604,92507277798,97160111573,106659507964,98443743191,86186156584,99886577576,98203544965,97933392356,94684582573,117074865515,146520136085,162773603930,207520150283,244056732297,233821670544,287018184638,335415156702,370328075210,378415326790,
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,"123505661,3","114271876,3","107089562,7",111519674,"107489831,8","114490708,9","162487778,5","196433673,8","207476558,4","198733188,2","250030778,4","246823412,9","266191082,8","263568133,1","185761813,2","231896233,7","230495756,5","212099640,8","215394048,6","222580461,6","201899883,6","220093828,3","246737670,8","317562300,8",368143111,"380372884,8","406111892,7",462453622,"517477659,5","514788085,2","516962949,5","566024675,9","550476499,2",598925863,
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,"142246875,5","139468114,6","140630758,6","138476239,4",132019065,"137728155,2",190651208,"235253171,8","264308140,3","267448513,1","306891107,3","319827058,6","357160985,3","490417389,7","406580652,3","487148993,5","501979075,4","490608657,9","521910560,5","592416703,1","539227052,8","563024256,7","620974807,1","813963933,8","924318505,9","971976952,2",1107890815,1513934037,1789332788,1711816593,1664310633,1864823991,1757304419,1879402554,
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,"507516617,3","490324267,1","479181227,2","511902566,7","542578822,5","592981156,2","647305631,4","699456618,3","773841499,8","853630203,2","984830159,7",1077152887,1238251658,1528916175,1666544795,1960863536,2412555508,3072427125,3523208934,4035519472,4831447173,2623807083,2606621245,3976453955,4593908762,4796628462,5477895476,5841132961,6063759371,6866402028,7403457319,7162546761,8573611050,9638291587,10557530654,11722357067,11843228540,12828975924,14101753567,15796567138,15946443103,16403602943,16844378578,17517536016,18596365927,19964893807,22526464409,26321999607,29831167681,29382692643,36298327670,41237296807,45374788701,49621089476,
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1859229153,2010807399,2120345719,2258228731,2429886840,2614400289,2834716244,3047396312,3031236430,3303911432,3646983517,3971866811,4595320676,5050458053,6535038880,7650579938,7874820023,9115305692,9329515055,10715529708,13198346283,14416121409,16021593669,16406832295,15572528824,15339714648,13910360614,14931366027,15805757937,16151256724,17581092349,17457961916,17177932558,17881237289,18982650116,20821836871,22680636431,25356787998,27847248293,29613300907,32283550905,33156568953,34952635480,37422356830,40770535977,46587144814,52490948176,58438689570,66698700873,56145294969,59375034445,64008052114,65360347414,67033118185,
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,5693005244,6914658389,8135150889,9987709686,11405957363,13027415252,13789579893,14206158658,17844705319,19584443219,19912889808,20150254124,20953510266,22205716020,24039383641,22921491787,24226283927,25213614325,27458999536,27025200369,28645436551,24317883624,22085858204,22367254851,28448326796,30428638304,25017300000,25366200000,25736600000,28365300000,30565200000,31683300000,33590400000,35901500000,38202800000,42644200000,52742100000,58603500000,60806200000,62078610000,64328220000,68233900000,,,
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012444041,,,,,,,,,,,,,,,,,,
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,"489912509,3","576090037,8","734876187,3","964024738,8",1288699021,2154311328,2087496322,2159242371,2160364086,2278248930,2430411867,3090734455,3704813857,4278792562,4563482553,5591130222,5770197317,6912150473,6590291095,7425703907,9250142748,9346693022,8905554119,9553478738,9776223013,9314937556,9679304971,10557366162,13319544758,15816972051,16997801392,18435765910,21841815681,25321517504,23542650736,23132450331,24851264943,22766912960,21911444503,
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40315847384,29557058893,34451992668,40452245949,47364869447,59537113791,66775128783,61621397381,66372663111,64719367646,61474265135,67375682473,81696693249,99300329682,118976254633,135990121361,155213120558,188818465531,235205271893,205729790694,207016402026,227307241313,206751372749,208796024646,
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,215021806498,249039217365,298667219346,396866742554,443618642960,488780155338,517787921004,598226205424,737668356280,878010536976,946695355821,797443405712,773638200774,767768378016,722367608343,729763282952,1042300769792,1293264353319,1395931548502,1393674332154,1764967948917,1861873895109,2123130870382,2068555542411,2205966011812,2590500887130,2501572654016,2215937288518,2239913304435,2196686554443,1947208402432,1947928411633,2076303406738,2502313769752,2815592929914,2857558573347,2998466393956,3435506663701,3747055453913,3412770245921,3412008772737,3752109943534,3533242461467,3730260571357,
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,"340989541,5",,373371753,"395794554,2","409220103,3",452328105,"462422016,6","478058323,6","466048487,5",491689240,"497723980,1","494004667,1","502675561,7","514267889,4","536080169,1","551230861,9","572417440,8","591122039,6","622044665,5","666072101,8","708633194,7",768873684,"847918929,1","999105339,3",1198997305,1128611700,1239144502,1353632942,1456344495,
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,"36370369,73","45170369,57","44296295,51","59099998,96","66218517,35","72051850,58","79925924,51","89848146,56","98585183,44","112074072,1","126348145,9","143766664,1","153374071,4","166322219,3","180437033,9","191759255,9",200418515,"215459255,5","224037033,1","236444440,3","245781477,1","258440736,2",267740736,"335845808,9","343119364,3","337695734,8",350091216,"374771474,9","370370370,4","397777777,8","428888888,9","468888888,9","498888888,9",492962963,"508518518,5","514814814,8","516666666,7",
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,6248946880,6933842099,7812968114,8316692386,9506678763,10678897387,11721248101,12788479692,13196541952,15009384585,16866156733,18823150290,22966364109,30459579436,33900564767,40251071473,44401699735,49666416195,60281337504,70309794678,70867465285,61376989331,59916301294,60188398261,58673426984,62220601827,87800282647,109150052132,115111916809,111886844190,138094873105,138964910326,152690732178,142962900446,156144903578,185006961302,187632400366,173537588008,176992000955,177965224621,164158800460,164791416350,178635160297,218095997085,251244521003,264559081260,282962119265,319500290933,352589421254,319764341587,319812413597,341497953097,322276544469,335877548364,
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485400100,1666400000,1987300000,2344699900,2925600000,3599300100,3951399900,4587100200,4774400000,5498800100,6631000100,7266999800,7964000300,8622000100,10330399700,5044579947,6122128248,5827050857,5374300243,6686592729,7073674721,9724379020,11277694537,12976408000,14511134921,16358496124,18131813001,19593449903,21171235998,21709041189,23996656676,24894907435,26570402719,21268012747,22163928097,33969724872,35965041793,44078280922,48143840500,47889008135,53042943731,58145330250,60331668443,61163676805,
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2723637620,2434766866,2001460839,2703004010,2909340115,3136284385,3039859268,3370870461,3852147113,4257253358,4863487557,5077222330,6761786484,8715106129,13209713770,15557934473,17728348385,20971901063,26364491675,33243421339,42345276288,44348670724,45207090668,48801372228,53698280323,57937867717,63696299985,66742269090,59089065517,55631488294,62045098370,45715368144,48003297249,49946456681,42542573602,41764054035,46941496308,48177861891,48187780126,48640613515,54790058957,54744716706,56760288962,67863832648,85324997370,103198650298,117026655314,134977867932,171000162581,137211795394,161207304960,199070864638,204331017992,210183410526,
East Asia & Pacific (developing only),EAP,GDP (current US$),NY.GDP.MKTP.CD,80646626859,70824710927,64899406895,69794823061,80982597858,94503201521,103400148580,100275936082,101275587452,113723269242,126747460846,136030134195,154231468030,194568857876,220078000821,247300150483,251477732338,290931942371,282677165352,327852267608,379738930949,406420523239,423607544012,443602583986,479714157802,524530790153,520907034049,514161134071,574864557185,622738914510,668370320672,728306578099,814379356563,878264081714,1058779399611,1308355709775,1502844868439,1557643223717,1423625013187,1563730084678,1723380122031,1834852649065,2028425265891,2291383749774,2657177720392,3072049410958,3693463640570,4663836405175,5895846365886,6360249316603,7628835929012,9293588723129,10331076593923,11413581061320,
East Asia & Pacific (all income levels),EAS,GDP (current US$),NY.GDP.MKTP.CD,153587924816,154224871549,157741013165,175430450854,201676539906,224506305029,250955048935,272046217881,299828612414,345370402830,404730841990,448924739649,556982667413,734602443171,846160623583,926547322649,1018805481545,1214905594476,1532961372080,1666117903343,1801855043823,1991006301940,1947621692509,2065359055521,2213306191268,2344703234963,3054449792353,3571535836447,4300840432972,4503696643996,4715708278488,5309456580753,5793896015739,6486514680462,7239466391840,8175568112001,7860255830396,7550445762592,6726849730714,7509697979292,8107479659612,7539249366344,7664826634092,8427289876584,9451130209964,10059242351774,10675204609804,11955560393179,13785461196881,14162019832886,16439333902168,18992715041364,20293482500884,20498590153854,
Europe & Central Asia (developing only),ECA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,339503426305,357550059608,394718200464,452847398013,421023164816,411215091474,424270451549,357973780248,408154949250,418285533737,437094326132,517737738169,473826190944,479205528495,436252848983,509499460940,647766987254,824926783295,1009066504152,1164178343613,1475119837966,1756557055197,1463062396744,1652860016198,1847859023387,1873978729251,2001154446704,
Europe & Central Asia (all income levels),ECS,GDP (current US$),NY.GDP.MKTP.CD,433636383077,461590499911,504649394251,556483198409,616261233372,670608762803,728542046268,783847837615,817513630556,897547225141,1008903731895,1137435950250,1363299024081,1730716795419,1957670998707,2292777894707,2382153943965,2699252470818,3292033754460,4025040618593,4557395546708,4051757001583,3905078154513,3786962455228,3638967515301,3765310064597,5139106455621,6343749645998,7055684801018,7203580778666,8818821285172,9094487093517,9763454826365,8973823003206,9393043627600,10740662229964,10957713596444,10379887001062,10639574527699,10517921871831,9911801372127,10016822082013,10961731236956,13370340038917,15588234403719,16594802827151,17966894068898,21003677460887,23065273652028,20300592389315,20811125669564,22913591071549,22002547300462,22920192854590,
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1010325138,"979108806,8",958598195,1038389642,1156150890,2387048255,2429309514,2553596092,2582180794,3112166848,2862504170,2754220263,3185987235,3891755552,6599259421,7731677257,9091924305,11026346590,11922502171,14175166008,17881514683,21810767209,19929853575,17152483214,16912515183,17149094590,15314143988,13945431882,13051886552,13890828708,15239278100,16988184456,18093864475,18938326276,22708204405,24432379906,25225872274,28161471483,27981319125,19644866963,18327386416,24468324000,28548945000,32432859000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87623411000,94472679000,
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,5111621003,5339520732,5579168565,6109112105,6861743547,7682492054,8266003437,8763960904,9616725501,9015166908,11437965494,13360477267,14636028524,14849909053,18150000881,22912499645,23405404428,25592366131,28137368609,30642873673,34689560468,35880262483,40507934111,35044633275,39648442472,43130415142,36970555126,41855483504,46578631213,51897983716,60159244485,67629717780,78436575744,84828807270,90710703939,99838540997,97632008051,87850680579,82923680613,78845185716,89685724897,107484034645,130477817194,162818181818,188984088127,218887812550,236000735704,262831912587,271972822883,
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,245301596019,270011951913,299642122993,336151277730,373876177298,407972791729,444880769625,483268119445,518077802263,572327119521,641081750139,726607673740,877833587945,1139513368080,1292094696449,1498336899930,1563501479781,1778292216060,2177611084533,2638078936052,2954870299678,2568239743796,2486471000848,2425730967217,2326881302653,2390646538761,3355235312357,4150270216862,4565193017260,4664207800958,5867715888813,6099448751911,6726651010141,6161002151391,6507723495913,7508880085893,7597591914702,6942501518918,7133705551782,7101828051472,6471760059887,6575324709122,7151851435977,8823945370126,10116968412395,10494662127966,11138042706618,12820776033167,14052955718798,12857708782004,12595554290168,13577024737331,12620258555028,13148056314734,
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"477101651,6","467876293,7","531688311,7",578015625,"693535954,2","686494476,1","745526149,5","688921325,7","706370812,3","752368494,5","729321364,1","870247701,7",1109054002,1098425900,1211161880,1317974493,1380188800,1856695550,2117039511,2607739837,3091967480,3444097561,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12072126075,13834300571,16138545209,19074913948,21343844644,24756958695,28721062242,31647119228,31475548481,36038711600,40881655099,46492797365,58971806627,78425934894,97009800115,114465300290,118185307386,132089531435,160163483073,214019077343,232134606637,202257045774,195464408602,170486866357,171635463362,180302412231,250638463467,317882187037,375138723325,413630538018,535101248776,575598537070,629202392004,523649481762,529121577320,612939685081,640998292395,588692045455,617041986858,633194118900,595402616547,625975838926,705145868624,906853273138,1069601981710,1157247674476,1264486722861,1479265709740,1635049580162,1498984446174,1431587612302,1494598106576,1355732589969,1393040177014,
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4362191345,4739181428,5059146979,5608007342,5715278961,5685561596,6233506401,7308608835,9822143180,12057639752,14003096553,16958044846,22228670168,24185794095,19640620154,19479012423,22803433933,22660754204,24880264958,
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,7324903192,7707678023,8567890825,8096302369,9480840483,9848600870,10527338647,10908935749,11476584879,12175166763,13463868357,10492993078,8830781623,6927910634,7663994781,8547962279,8589233420,7818205972,7700876203,8242349955,8231251886,7850789593,8623669993,10131098642,12401031522,15280701944,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47525186490,
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,359355614096,391242400064,427402905066,470842086531,521801660762,568248255357,615996914740,661933154773,688010099334,755671110315,855685016281,967588661029,1158798566822,1470665554186,1654832409673,1934237911824,2002499297499,2267393394606,2776390337545,3388592464061,3866161706246,3416842619039,3289232871798,3187120358389,3059514640418,3161536776866,4335260058023,5357876059290,5970801585420,6088384091637,7556613853278,7841605945692,8546981900888,7794525724822,8285475308328,9517460790161,9725686942875,9165927129125,9488328476908,9474479254463,8808544629037,8911276745504,9719946209089,11852251677219,13689653026261,14312647594145,15273668674697,17661350374600,19008890167152,17001813534975,16934782699536,18308288302107,17251951436183,17958073311155,
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147933515244,151030460148,144793907290,143352621067,126553068385,134140317591,143275635680,154066029839,150023038537,155682535036,186048093294,170602064374,169730062072,191127966148,226905364965,276220952912,332785150873,419260244821,535480387458,472585502384,556081831306,589816840595,680552533848,713498884108,
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5224102196,5921659485,6340580854,6885920329,7766655086,8589340019,9208524505,9368954010,8823033880,10070766721,11365953567,12536710287,14754136507,19486826980,24867278714,29494515597,31873171719,33524682308,36283091408,44498283621,53685049410,52485533205,52832120390,51014090521,52926394935,55914236378,73586676050,91642093873,109103056148,119064708328,141517648888,127866490222,112625431378,89255751015,103321570859,134199346405,132099404608,126833123354,133936359591,135225868315,125539893127,129250111857,139552983249,171071106095,196776616813,204430930707,216541409977,255371507759,283753003899,251483878456,247799815768,273674236773,255776225885,267328613728,
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,"112334368,4","116993977,8","122912941,2","129461581,5","140040154,3",147084750,"150603925,5","162625885,9","166952937,1","182182067,7","219878482,2","247749327,7",316650509,"425963359,4","558589870,9","684268280,8","694552411,7","719533137,1","829239489,8",1019743927,1202567359,1235899836,1194015444,1123107276,1177997414,1141210125,1290228617,1177908192,1109976928,1182686577,1337024782,1383843860,1531803061,1635426125,1825285158,1970347721,2129266728,2093994597,1656784780,1942170999,1684109743,1660102346,1842691481,2315935753,2727507213,3006725015,3103099942,3405050612,3523185920,2870624636,3140508836,3646423266,3849824013,3855017107,
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,62651474947,68346741504,76313782252,85551113767,94906593388,102160571409,110597467199,119466139620,129847107788,140725497222,148948860281,166564460755,204283485046,265381555687,286526186579,362000917852,373410270418,411464295266,508183139535,615834104224,703525302701,617589619795,586837009682,561852138738,532648802822,555197109067,774556302680,938368438284,1023504019381,1030122352457,1275300566197,1275563306592,1408724907063,1330094973361,1401636342155,1609892232882,1614245416079,1460709148123,1510758283300,1500275942894,1368438363737,1382218344519,1500337850555,1848124153499,2124204553215,2203623837238,2324892820068,2662975825905,2923573946917,2693665189295,2646837111795,2862680142625,2686722589270,2806427978234,
Faeroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105688873,1125684470,1062339944,1154899793,1268445919,1486861879,1683997930,1730894295,1970135199,2278229880,2412859693,2198138372,,,,,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,106500000,,,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,222103600,218845700,206900300,219646200,220660500,233226300,240051900,241543400,244991000,239563300,249845600,252991200,255890800,261339600,277510900,294117200,310287500,326161000,316245700,
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,"141468977,5","167637907,5","182796536,6","154480244,4","215679855,2","226474285,6","245849781,7","271543680,3","294468564,5",318124701,"323802475,5","381687073,1","430508357,7","722780701,1",1544216004,2157592937,3009409971,2809349074,2389479269,3030251116,4279637934,3862269127,3618007844,3391275731,3561451562,3339914759,3403638194,3281797039,3834503378,4186411457,5952293766,5402919788,5592390833,4378645081,4190819347,4958845649,5694040000,5326817111,4483417313,4662991794,5067865503,4712849280,4931503836,6054883172,7178135606,8665736618,9545982814,11570860872,15685389827,12031268402,14569527125,18796191833,17843815459,19343506599,
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,72328047042,76694360636,80601939635,85443766670,93387598814,100595782309,107090721447,111185383410,104702736248,112676874822,130596349412,147735304940,169739454296,191551239833,206919332866,247414986504,237713758670,268474780220,340235585618,442115137654,567100215199,538970579582,513778819182,487323139609,459229224395,485849332521,596948154647,733111416081,890702327641,899362902160,1066688571555,1116031344621,1157648104247,1043142283593,1130232675696,1235567303140,1304507020281,1438736083824,1529138787678,1558317424365,1548663943108,1529094573197,1674416966427,1943714285714,2298126991102,2412116400353,2582815892448,2963265224453,2791855193222,2308925879445,2407933767805,2591846114476,2614946487603,2678454886797,
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753501868,6353861165,3690615907,2701180604,2513870620,2693731858,3094915501,3510540809,3613500126,2800024319,3057453476,3219487818,3395778680,3991374549,5125273872,6411147328,7761900166,10172260745,12799337248,10766836277,11638536834,14434619982,15846474596,16140047012,
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1217230095,1302674325,1382515654,1540797589,1731296200,2053462968,2126300672,1747187645,1666909518,1962050556,2215028588,2417108578,2112293280,2465493032,2894409912,2810106390,2765254360,3189428571,3662478173,4020227931,4445228057,4222441673,4035994383,4057275078,4412279865,4504342153,5727602649,5074829932,5197840973,5251764270,5889174834,6603130040,6416079342,5968905679,5446370115,6464389656,6932984636,6891433841,7482072380,7718110781,4982849054,5314871684,6166197192,7632720680,8881419348,10731883141,20410331626,24757553102,28528014621,25978508376,32174839713,39564771637,41740926505,48137027487,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,1922600899,2041538057,2384295764,2432029380,2666616177,3014890569,3284625277,3279063318,3383218923,3693753379,3869032271,3783788551,3588375984,3461282190,2995360969,2833442750,2949637039,3446442219,3666349049,2937072009,2821346684,4134173271,4515824643,4609923720,4735956476,5067360041,5651088170,6144131903,
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,"44212088,42","46695008,77","41160065,83","45168072,25","52296083,65","55728655,8","59160575,51","75187768,35","95796033,66","115179737,7","112190822,6","138093106,3","171833061,6","207112649,7","241083112,7","218767720,5","216050534,8","213448615,7","177340913,1","225726370,2","185646984,5","220626480,9","266672202,5","284120331,6","317083688,2","690311093,2","714254263,1",755040935,746493955,"785999879,7","848239405,6","803633368,7","840285264,6","814724055,9",782913866,"687410630,5","578235309,3","487038679,4",578785600,"624173995,6","655068112,4","798869803,5","965771304,1","900641059,3","951827284,9","904256027,7","912427787,4","903497025,7",
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,"78733538,81",78540000,"87702857,14","89374185,14","98775303,64","108985752,2","112386559,1","114971282,2","122666792,3","118537824,8","110653830,7","154731969,7","165523634,5","163577538,3","138478900,6","143856253,1","130225018,8",173836362,"164458120,3","213143016,4","243961995,5","257150573,2","226313492,7","236880813,8","235619994,8","253966919,9","270419779,4","268551010,9","206457553,4","224446652,1","370173851,9","392278164,4","415843479,8","476388249,3","531109346,8","586791836,1","591829897,5","695606313,9","864107768,3","825796952,7","847491366,9",1103652041,"958857944,2","960778479,5",
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,,,"9122751,679","10840095,29","12712471,42","64748333,33",69110000,"72317446,93","67514285,71","67225714,29","66331428,57","64946954,76","65429198,24","81203226,91","94159862,71","104295643,4","103653049,9","103987520,1",,,"50642880,77","36731422,85","44294647,73","44442456,95","50320914,41","62118570,01","76407395,97","93345859,41","100534656,9","88265974,73","112119411,5","110906028,6",134707184,136047906,"100807002,6","141853360,9","232463022,7","442337870,4","370687634,7","621117853,4",1045998534,1461139008,1806742733,2484745876,4410764261,8217368425,8081982438,10201201022,15439740345,9364826470,11582917790,15725711943,16496531233,15580563836,
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,4446528165,5016048786,5327573509,5949478035,6680298251,7600579093,8455611129,9136711288,9915140546,11266091571,13188347727,14645597727,16947813636,22430307250,25444850000,28631130712,31267791978,36309721554,44433557514,54682910764,57039361311,52539662977,54819528061,49611261997,48197215840,47997306686,56587630964,65895005788,76542677877,79461172472,98252302880,105531204337,116653534859,109210557372,117032055337,137383438741,146558607022,143310869837,144918713248,142998082250,130580431177,136006263982,152714097497,201547404063,239659036586,247665771278,273265389115,318668286257,354628633541,329837035756,299598056253,288803062128,249525371463,242230333769,
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,"53322221,28","67548146,96","78314813,43","83614813,34","87888887,34","95229627,95","101211109,3","110099998,1","128211108,8","144011108,6","167229626,7","184533330,1","213066662,9","221070366,5","241570366,1","250914810,4","250259254,8","261777773,2","276296291,4","294651846,6","304940735,4","340814808,8","379629400,7","520044361,2",520444176,"540336916,4",591018397,599118582,695370284,"698700654,3","758683579,2","825977874,3","771278097,5","771015875,3","778648652,9",799882134,"835581688,9",
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,"69520029,27","88570999,35","106101302,5","140153753,7","169918944,1","211192463,7","240779415,7",282269773,"355987428,4",420645795,476051769,"435749013,9","402403057,2","416184086,2","379371913,7","412876395,8","603016317,5","787390447,3","898607670,6","929799902,2",1018977225,1016500016,1037916105,"927214127,9",1005887592,1208953359,1197515638,1072154407,1149858127,1131555107,1068024994,1086170639,1169136691,1426452030,1644951892,1702543477,1738432116,2121759848,1739579594,1267711816,,,,,
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1043599936,1076699904,1143600000,1262800000,1299099904,1331399936,1390700032,1453500032,1610499968,1715399936,1904000000,1984800000,2101299968,2569200128,3161499904,3645900032,4365300224,5480500224,6070600192,6902600192,7878700032,8607500288,8716999680,9050000384,9470000128,9721652292,7231963340,7084399821,7841603176,8410724409,7650125576,9406097461,10440842292,11399942820,12983235119,14656917900,15781579950,17788657194,19393672244,18317089473,19290566570,18702820735,20776536920,21917565500,23965280312,27211243473,30231117390,34113093454,39136507937,37733655166,41337958252,47654841113,50388454861,53796709475,
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,"170216238,9","185849532,9",194949510,"175757891,6","194774510,5","213235288,1","228705875,9","250176463,6",229750000,249300000,267800000,282050000,"285380965,3",307047633,433954536,494791647,454440000,449880000,507080000,530440000,603200000,"570357116,9",482000000,"489333333,3","437631610,8",453488352,"504651117,2",354591840,413799990,"379779379,1","396582263,3","336708410,3","368281383,4","442273443,5","540874922,3","621626785,9","705406032,1","749138004,4","717530696,6",694754984,"712667925,3","696281468,8","722460911,8","741929342,8","785918769,6","824880550,3",1458449058,1740334782,1922598121,2025565089,2259288396,2576602497,2851154076,2990128821,
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1092285481955,1156110761063,1248209395603,1343241373084,1466842558870,1592786705376,1746793794156,1873242602715,2029049956702,2227040089865,2445963582256,2714694390462,3149284604947,3808768149301,4298117055050,4800117178728,5228014739989,5918773585132,7085329421613,8192600677875,9150557598539,9287540481031,9200466669745,9497346218608,9904677721205,10409625734875,12631133074877,14619402344317,16458344978225,17238587675059,19337020250233,20405556118668,21864599021688,22028825208115,23543722890817,25972775910638,26183710719607,25793213735886,25722857002787,26932900636834,27542294680082,27333039728802,28518880261955,32034382450231,35764624740362,37940430967008,40251927703614,44234121418366,47263244673120,43978496311634,46366497466188,50265968061269,50442681355620,51091047558548,
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1320799755,1530754831,1724850873,1975045362,2274710604,2435078534,2489845017,2692474989,2716964388,3189740055,3800766536,4476001946,5710107420,8030117556,9388663646,10048022370,12876366009,15719433719,18315007366,22526035941,28861759209,31055409443,32291306282,29907091340,33511383986,35699543051,41075570592,50622571586,59707404561,68790369107,76928290842,88959620136,104272278635,120353947981,135812069769,144652912433,159717233622,177352785420,168886163222,165768095392,171668164083,169403241524,166349228737,161384522525,169099768875,181570082162,193536265094,211597405594,219279678430,214046415026,228637697575,248514003083,262630086122,274012815224,
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,335649984,356200000,387750016,410200000,457000000,508650000,549950016,598099984,646800016,668000032,723000000,731000000,802999968,912499968,1034500000,1124000000,1347999936,1669499968,1929499968,2251499968,2566000032,2819500000,2903500032,3076999968,3319000000,3639499936,3808500032,4152499968,3970386396,3563448320,3048896181,3068462060,3419474979,3481990761,3432356579,3911053180,4034037162,4663193916,5202215657,5372543554,7105529647,7566517572,7776459964,8140294080,8772197585,9672006169,10841723354,12275491273,13789720387,14587485644,15839344592,17710325578,18564264545,18550026035,
