AFG,ALB,DZA,ASM,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHI,CHL,CHN,COL,COM,COD,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FRO,FLK,FJI,FIN,FRA,GUF,PYF,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRL,GRD,GLP,GUM,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,IMY,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,PRK,KOR,KSV,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MKD,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MTQ,MRT,MUS,MYT,MEX,FSM,MDA,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NCL,NZL,NIC,NER,NGA,NIU,NFK,MNP,NOR,OMN,PAK,PLW,PAN,PNG,PRY,PER,PHL,POL,PRT,PRI,QAT,REU,ROM,RUS,RWA,SHN,SPM,WSM,SMR,STP,SAU,SEN,SRB,SCG,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,KNA,LCA,VCT,SDN,SUR,SWZ,SWE,CHE,SYR,TWN,TJK,TZA,THA,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,USA,URY,UZB,VUT,VEN,VNM,VIR,VGB,WLF,PSE,YEM,ZMB,ZWE
0,0,1.6,0,0,0,0,0,0.9,0,0,7,14.8,0,0,6.1,11.9,0,0,9.1,0,0,0,0,0,0,0,0,0,17.5,0,0,0.4,0,300.7,0,0,0,0,0,0,0.8,0.1,0,0.9,0,0,0,0,0,0,1,0.2,1.2,0,0,0.2,0,381.9,0,0,0,0,0,0.9,0,0.7,0.2,17.7,0,0,0,0,0,25.6,0.6,0,2.6,0,0,0,1.2,0,0,0,0,0,0,6.6,11.6,0,397.5,1.5,7507.5,20,0.7,0,1.9,22.4,0,0.5,4.9,0,6.6,0,0,0,0,132.3,0,0,0,4.9,0,0,22.5,0,0,0.1,0.1,0,0,0,0.7,0.5,0,0,0.1,0,0,0,0,1.6,0,0,0,0,0,0,2,0,1.1,0,0.2,1.8,0,0,0.1,7.4,1.8,0,0,0,0,0,0,11.6,2795.7,0,0,0,0,0.1,0.8,0.2,0.3,0,26.1,0,0,0,0,0,0,0,0,0,88.7,0,0,0.3,0,0,0.4,0,0,0,0,0.2,0,2.5,0,0,0,0.4,0,0,3.9,12.7,677.7,0,0,2.1,0.5,0,0,0,0,0,0.9,257.3,0,0,0,0.1,0,75.9,5,20.7,0,0,0.3,0,0,0,0,0,4.6,158.8,0,0.1
0,0,0.6,0,0.3,0.2,0,0,2.3,0,0,152.5,230.3,0,0,0.1,0.2,0,0,80.4,0,0.4,0.3,0,0.6,10.9,0,0,0,9,0,0.2,0.5,0.8,173.3,0.9,0,0.7,0,0,7.4,0.1,0,0,68.5,1.8,0,0.5,4.4,106.2,0.5,0.1,1.2,5.7,0,0,0.8,0,7.8,0,0,0,0,1.2,0,0,0.2,4,691.1,0,0,0.4,0,0,258.7,1.2,0.2,407.4,0,0,0.1,0.2,0.6,1.9,0,0,0,0,1.2,57.4,0.2,4.7,2.9,0,0.5,0.9,0,3.4,1137.4,0,0,1,0,0.5,0,0,0,0,1.2,0,0.2,0,0,0,0,0,0,0,3.5,0,19.1,0,0,0.1,0,0,0,0,0,0,0,0,3.3,0.2,0,0.8,0,0,0,0,0,0.9,0,0,0,31,0,0,0.8,2.1,2.6,4,0,0,0,2.4,0,1.3,0,0,0.2,0,0.9,7.6,10.7,1.3,0,0.2,0,134.5,0,1.5,0,0,0,0,0,0.4,0.2,0,105.3,0,0.2,0,0.5,30.9,0,0,9.4,14.1,0,0,0,0,0.1,0,0,8.3,14.5,1.8,0,0,0.9,7.3,0,3.8,0,0,0.1,0,324,0,0,0,0,0,0.3,639.6,1086.5,0,0,0,0,0,0.1,0,0,2,1.3,0,0.7
3,0,0,0,0.1,0.4,0,0.2,3.4,0,0.5,35.3,138.3,0,0.2,0,7.8,0.2,0,677.5,0,6.3,0,0,0,3.1,0.5,4.5,0,3.4,9.3,0,1.1,0,126.7,0.3,0,0.2,0,0,6.8,1.6,0.9,0,41.3,0.6,0,0.1,17.5,0,5.8,12.3,0.3,2.6,0.1,0,4.8,0.2,322.2,0.2,0,0,0,6.8,0,0,0.2,12.2,149399,26,28.9,0.5,0.2,0,739.5,6.5,0,603.5,0,0,46.5,0.8,0.2,0.1,0,0,0.2,0,13.2,38.5,0,960.6,4.8,0,16.2,41.4,0,5571,1137.2,0.1,0.3,4.3,0,0,0,0.2,0,0,13.5,0,0.2,0,35.2,0,0,139,0.3,0,14.4,0,5.3,0.2,0.1,0.6,0.1,44.1,0,0,43.7,0.1,0,0,2.1,0.2,0,35.4,0,0,0,3040.9,0,8.7,0.3,0.1,2.9,26.6,2.1,1.3,0.8,3.2,47.7,80,0,0,0,8.4,0.2,58.6,0,1.2,0.5,0.1,0.8,2.7,0.3,3.6,0.9,188.2,63.8,0,0,0,0,1.4,0,0.1,0,0.9,0.3,0,29.5,0,1.7,0.3,0.1,0,0,0,38.2,0,0.1,0,0,0,72.9,0,0.2,148,181.1,0.8,0,0,0,0,0,0.4,0,0,1.7,1820.7,109.6,0,0,0,0.2,0,0.6,3058.1,53.3,0.4,0,0,0.7,0,0.2,0,0,392.6,140.7,0,77.8
0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0.8,0,0,0,0,0,0,0.1,0,0,1.3,0,0,0,0,0,0,19.8,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,11.6,0,0,0,1.9,0,0,0,0,0.6,0,0,0.3,0,0,0,0,0,0.9,0,0,0,0,0,0,0,91.6,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,1152.8,0,0,0.2,0,0,0,0,0,0,0.3,0,0
0,0,0,0,0,0,0,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,0,0,0,0,0,0.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.2,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0,0,0,0,0,0,0,38.2,0,0,5,4.4,0,0,0,1,0,0,8,0,2.2,0,0,1.2,0.3,18,78,0,0.2,0,0.1,0.1,0,44.9,0.1,0,0.6,0.3,0,0,0.2,4,0,110.8,141.3,0,0,6.2,0,0,2.7,0,0.3,0.4,0,0.5,1.8,0,0,0,1,0,18.2,0,0,0,1.4,1844.8,4.7,0,10.3,0.6,0,34.8,0,0,17,0,0,0.2,0.1,0,0,0,0.8,0,0,1.8,5,0,123,5.9,0,0,4.4,0,0,38.7,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,3.4,0,0,0,0,1.6,0,0.6,0.4,3.5,0,0,0,0,0,0.2,0,1.4,0,0.1,0,0,1,0,0,0,0,1.2,10.7,2121.9,0,0.4,0.1,0,0.2,0.5,0.6,0,28.5,0,0,0,0.4,0,7.5,0,0.2,0,1.4,14.6,3.6,0,4027.7,0,0,0.5,0,0,0,0,0,0,0,59.4,0,0,0,3.3,2.7,0,0,0,0,0,1.5,710.9,0,0,0,0,0,21.5,0,6.4,15.6,6.2,0,0,0,2,0,0,0.2,0,0,0,0,0,0,0,0,1,0,0,322.2,31.6,4.7,0,0,13,0,0,0,0,0,0,3385.3,6
0,0,0,0,0,0,0,0.8,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,1.2,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,2.5,1.7,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,83.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0.3,0,0,0,0,0.5,0.3,0,0,0,0,0,19.5,0.3,0,0,0,0,0
0,0,0,0,0,0,2.4,0,0,0,1.5,0.4,0,0,3.1,0,0,27.3,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,16.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,21.9,0,0,0,0,13.2,55.6,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,10,5.9,0,0,0,0,3.3,2.6,0,0,0.5,0,0,11.6,0,0,0,0,0,0.3,10.2,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.3,0,0,0,0,0,24.9,0,0,21.2,0,0,0,0,17.8,0,0,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,25.6,7.7,2.9,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0,0,156,0,0,0,1.1,0,0,0,0,0.9,9.1,0,0,0,0,0,73.5,32.3,0,0,0.2,0,0
0,0,0.1,0,2.4,0.2,0,0.4,0,0,0.8,43.4,4.6,0,2.5,0,0,2,0,42,0.7,0.4,0.3,0,997.6,0.2,0,1702.6,0,1,0,0.1,0.4,0.7,242.1,0.5,0,0,0.1,0,1273.9,0.8,141.8,0,4.5,0,0,20.3,1.1,0,36,2.6,0.4,86.8,0,0.1,80.9,100.4,2.2,11.8,0,0,0,0,0.5,0.2,1.2,9.8,106.7,1,0.4,0,0,0,176.7,0,0.5,6.6,0.1,0.1,0.2,4,26.7,0.3,0,20.5,0.4,3.1,0,22.5,0,1,1.5,0,1.9,6,0,131.5,1721.1,0.3,7.8,0.3,0,0,0,0,0,0,0.5,0,0,0,0.8,1.4,0.7,0,0.2,0,0.7,0,0.3,0,0,0.2,0,0,0,0,0.4,0,0.3,0,163.8,0.9,0,2.1,0,0,0,0.1,0.3,2.8,1.5,0.5,0,22.6,2.7,0.6,14.5,11.8,4.6,14.5,0,0,0,23.7,0.2,0,0,45.6,0.7,2456.3,387.7,11.3,0.4,14.4,39.2,4.5,0.1,0,0,0.2,0.1,0,0.4,0,0,0,0.9,0,1.6,0,0.9,0,0.1,0.1,0.1,0,67.2,2080.4,0,0,0.1,0,0,27.5,1.1,62,54.1,0.3,0,0,0.5,0,0,6.9,0,0,4,0.3,23.3,0,0,0,0,0,0.2,31.9,5532.5,2301.3,0,0.2,382.7,0,0,0,0,7.3,3.8,0,6.8
0,0.5,0,0,0,0,0,0,85.7,0,0,48.4,9.9,16804.7,0,0,0,0,0,18.9,0,0.2,0.3,0,0.6,0,0,73.4,0,89.4,0,1.7,0.3,1.4,199.7,0,0,3.7,4.3,0,3.3,6.2,0.7,0,283.7,0.9,0,0,1.1,0.5,0,14.3,3.3,20.8,0.3,0,0.2,0.6,5.4,0,0,0.8,0,4.9,0,0,0.1,2.6,17.5,0,0,0.4,0.2,3904.5,74.5,0.5,0,12.3,0,0,0,0.2,0,5.9,0,0.3,0,0,53,105.9,0,3.3,6.8,0,14.1,0.2,0,146.6,2.1,0,0.1,0,636.4,127.1,0,0.6,0.2,0,0.4,115,0.6,0,0.9,0,0.2,0.9,0,0,0.1,0.8,0,7.2,0,0,0,0.8,0.1,0,0,0,0,0,5.1,0,61.3,0,0,0,0,0,0.6,125.4,0,0,0,0.4,0,0,0.5,0,2.5,5,0,0,0,0.5,0,0.3,0,0,0,4.7,4.1,5.1,264.1,0,0,5,0,0.5,8499.6,1.9,0,0,0,0,0,0.1,0,0,0.3,0,0.1,0,1.3,0,0,1.2,8,0,0,0,0,0,68.1,0,0,10.5,5.1,0.6,0,154.3,9.2,27.7,0,3.7,0,0,0,0,25,319.6,0,0,2.4,2195.9,0,49.1,6999.1,14.3,830.4,0,5.7,0.3,0,0,0,3.2,109,0.1,1.4
