0,0,41,0,0,0,0,0,6,0,0,42,47,0,0,62,151,0,0,16,0,0,0,0,0,0,0,8,0,168,0,1,5,0,228,0,0,0,0,..,0,24,0,0,26,0,0,0,0,0,0,3,2,13,0,0,0,0,1450,7,0,0,0,0,7,0,9,0,1767,0,0,0,0,0,199,0,0,9,0,0,0,2,0,0,0,0,0,1,67,99,0,3827,24,42222,327,6,..,16,180,0,0,21,0,6,0,0,0,..,760,0,0,0,28,0,0,36,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,..,0,63,0,12,0,0,0,0,0,0,19,10,0,0,0,0,0,2,80,28216,0,0,0,0,1,11,3,1,0,27,0,0,0,0,0,0,0,0,0,157,0,..,3,0,0,2,0,0,0,0,2,0,14,0,0,0,5,0,0,17,160,701,0,0,23,2,0,0,0,0,0,83,620,0,0,0,1,0,25,221,293,0,0,3,5,0,0,0,0,39,1283,0,1
0,0,16,0,0,5,0,0,4,0,0,1410,1158,0,0,2,0,0,0,1572,0,3,2,0,12,108,0,0,0,86,0,2,6,8,863,8,0,12,0,..,37,2,0,0,106,11,0,0,29,1045,5,0,11,145,0,0,3,0,5,0,0,0,0,12,0,0,5,9,19179,0,0,3,0,0,4212,5,0,6554,0,0,0,1,2,13,0,0,0,2,5,917,2,58,46,0,8,7,..,29,12606,0,0,2,0,0,0,0,0,..,2,0,2,0,60,0,0,1,2,0,11,0,188,0,0,0,0,0,0,0,0,0,0,0,32,2,0,8,0,..,0,2,0,10,0,0,0,1237,0,0,29,12,19,59,0,0,0,4,0,4,0,125,0,0,19,20,124,5,0,57,0,1567,0,3,0,0,0,0,0,0,4,..,1036,0,1,4,4,304,0,0,32,84,0,0,0,0,1,0,0,44,4810,2,0,0,10,34,0,27,0,0,2,3,5224,0,0,0,0,0,0,4,10047,1,0,0,0,0,0,0,0,17,10,0,5
7,0,0,0,0,10,0,1,71,0,5,130,1923,0,1,0,16,3,0,1694,0,49,0,0,0,30,6,168,0,33,65,0,13,0,222,3,0,4,0,..,17,5,4,0,2,4,0,0,113,0,65,36,3,1558,0,1,38,0,5218,1,0,0,0,72,0,0,5,29,626615,95,58,19,0,0,9670,7,2,379,0,1,149,1,0,0,0,1,3,2,15,116,2,2351,76,0,145,329,..,46884,7365,0,0,76,0,1,0,0,0,..,0,0,2,0,10,0,0,73,3,0,93,0,52,3,1,0,0,450,0,0,162,0,0,0,0,2,0,90,0,..,0,94601,0,92,2,0,0,52,24,264,2,19,353,0,0,0,0,215,1,186,0,10,2,0,6,34,4,14,3,9,158,0,0,0,0,0,0,1,0,2,5,..,290,0,10,56,1,0,0,0,25,0,0,0,1,0,764,0,1,6,6568,23,0,0,0,7,0,3,0,0,21,32926,602,0,0,0,2,0,0,8385,322,5,0,0,15,0,0,0,0,3293,1136,1,604
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,21,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1694,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,2519,0,0,2,0,0,0,0,0,0,3,0,0
0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,1,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,786,0,0,18,66,0,0,0,2,0,0,58,0,17,0,0,0,3,202,2947,0,2,0,1,2,0,79,1,0,10,2,0,57,0,46,0,0,840,0,0,40,0,0,8,0,174,2,0,0,10,0,0,0,0,0,191,0,0,0,3,7698,18,0,51,0,0,314,2,3,13,0,0,0,0,0,0,0,14,0,0,2,14,0,301,93,0,0,35,0,0,253,0,0,0,0,5,0,0,0,0,0,0,3,0,0,17,0,0,0,0,10,0,6,7,35,0,0,0,0,0,1,0,14,0,0,0,0,10,0,0,0,0,2,113,13238,0,0,6,0,0,1,3,0,0,0,0,0,23,0,24,0,2,0,5,101,41,0,15415,0,0,1,0,0,0,0,0,0,0,624,0,0,0,32,15,0,2,0,0,0,1,10612,0,0,0,0,0,225,0,32,0,225,0,0,0,22,9,0,1,0,0,0,0,0,0,0,0,10,0,0,883,141,57,0,0,258,0,0,0,0,0,0,42246,47
0,0,0,0,0,0,0,6,0,0,74,0,0,0,14,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,20,321,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,48,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,30,0,0,0,0,0,0,0,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,0,0,0,1,0,0,0,0,4,147,0,0,0,0,0,125,0,0,0,0,0,0
0,0,0,0,0,0,14,0,0,0,16,0,0,0,48,0,0,341,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,71,615,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,171,36,0,0,0,0,0,11,0,0,0,0,0,184,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,207,0,0,223,0,0,0,0,203,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,82,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,332,73,31,0,0,0,0,0,0,0,0,0,130,0,1,0,0,3497,0,0,0,4,0,0,0,0,7,3901,0,0,0,0,0,726,66,0,0,2,0,0
0,0,3,0,4,6,0,3,0,0,8,144,119,0,0,0,0,8,0,100,5,3,0,0,4113,2,0,17814,0,9,0,2,4,6,1909,5,0,0,1,0,11966,2,943,0,25,0,0,146,7,0,397,8,3,81,0,2,90,540,9,109,0,0,0,0,4,2,23,23,10669,3,4,0,0,0,1230,9,16,24,0,3,0,5,203,2,0,353,0,68,3,48,0,0,24,0,31,48,0,1107,458,0,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,5,0,3,0,0,0,0,0,0,0,0,0,3,0,2480,10,0,5,0,0,0,4,0,29,9,0,0,3,31,0,131,70,34,106,0,0,0,163,1,0,0,242,3,27512,2643,11,4,55,133,2,2,0,0,0,0,0,1,0,0,0,14,0,16,0,5,3,1,1,1,0,422,12334,0,0,2,0,0,415,6,268,408,0,0,0,5,18,0,48,0,0,50,5,128,0,0,0,0,0,0,5672,17591,27775,0,1,4240,0,0,0,0,61,31,0,53
0,4,2,0,0,2,0,0,1318,0,0,214,164,152502,0,0,0,0,0,418,0,2,0,0,4,0,0,985,0,857,0,21,3,13,2374,0,0,67,39,0,52,189,4,0,104,5,0,0,7,5,0,41,30,13,1,0,0,3,56,0,0,5,0,51,0,0,1,34,1755,0,0,12,1,38234,674,1,0,61,0,0,0,0,0,40,0,5,0,0,540,654,0,22,108,0,229,1,0,1233,110,0,0,0,0,121,0,6,0,0,0,0,6,0,6,0,2,1,0,0,2,20,0,125,0,0,0,8,0,0,0,0,0,0,46,0,0,0,0,0,0,2,0,1319,0,0,0,0,0,0,5,0,18,57,0,0,0,7,0,0,0,0,0,16,39,47,3067,0,0,6,0,6,72835,5,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,7,94,0,0,0,0,0,714,0,0,466,98,0,0,0,100,11,0,26,0,0,0,3,297,2552,0,0,24,18403,0,614,84201,172,0,0,172,0,0,0,0,27,881,1,11
