From row/To column;AFG;ALB;DZA;ASM;AND;AGO;AIA;ATG;ARG;ARM;ABW;AUS;AUT;AZE;BHS;BHR;BGD;BRB;BLR;BEL;BLZ;BEN;BMU;BTN;BOL;BIH;BWA;BRA;BRN;BGR;BFA;BDI;KHM;CMR;CAN;CPV;CYM;CAF;TCD;CHI;CHL;CHN;COL;COM;COD;COG;COK;CRI;CIV;HRV;CUB;CYP;CZE;DNK;DJI;DMA;DOM;ECU;EGY;SLV;GNQ;ERI;EST;ETH;FRO;FLK;FJI;FIN;FRA;GUF;PYF;GAB;GMB;GEO;DEU;GHA;GIB;GRC;GRL;GRD;GLP;GUM;GTM;GIN;GNB;GUY;HTI;HND;HKG;HUN;ISL;IND;IDN;IRN;IRQ;IRL;IMY;ISR;ITA;JAM;JPN;JOR;KAZ;KEN;KIR;PRK;KOR;KSV;KWT;KGZ;LAO;LVA;LBN;LSO;LBR;LBY;LIE;LTU;LUX;MAC;MKD;MDG;MWI;MYS;MDV;MLI;MLT;MHL;MTQ;MRT;MUS;MYT;MEX;FSM;MDA;MCO;MNG;MNE;MSR;MAR;MOZ;MMR;NAM;NRU;NPL;NLD;ANT;NCL;NZL;NIC;NER;NGA;NIU;NFK;MNP;NOR;OMN;PAK;PLW;PAN;PNG;PRY;PER;PHL;POL;PRT;PRI;QAT;REU;ROM;RUS;RWA;SHN;SPM;WSM;SMR;STP;SAU;SEN;SRB;SCG;SYC;SLE;SGP;SVK;SVN;SLB;SOM;ZAF;ESP;LKA;KNA;LCA;VCT;SDN;SUR;SWZ;SWE;CHE;SYR;TWN;TJK;TZA;THA;TLS;TGO;TKL;TON;TTO;TUN;TUR;TKM;TCA;TUV;UGA;UKR;ARE;GBR;USA;URY;UZB;VUT;VEN;VNM;VIR;VGB;WLF;PSE;YEM;ZMB;ZWE
JOR;2;1;48;0;0;0;0;0;176;0;4;27;198;0;0;1340;22;0;0;126;0;0;0;0;3;0;0;7;0;76;0;3;5;3;692;0;0;0;8;0;658;9;37;0;697;2;0;0;0;0;39;18;4;3;0;0;21;4;5162;59;0;2;0;12;0;0;3;0;38;0;0;0;0;0;5904;0;0;26;0;0;2;5;2;0;0;2;0;1;77;295;0;610;9;97;2681;2;0;199;661;0;2;0;0;247;0;0;0;0;175512;0;0;0;935;0;0;412;0;0;0;1;0;27;0;8;0;0;0;0;4;0;0;0;18;0;0;0;0;0;0;59;0;4;0;0;21;0;22;0;5;9;0;0;0;0;0;3;936;54;0;12;0;0;28;5;4;0;165;4997;0;0;0;7;0;0;0;0;0;8868;0;0;0;0;0;5;2;0;0;3;2;0;0;0;0;0;113;0;0;8;173;3412;0;0;18;2;0;0;0;0;6;30;1524;0;0;0;5;0;2739;11;975;10;0;1;25;0;10;0;0;112110;16345;0;1
KAZ;6;3;0;0;0;5;0;0;204;0;0;902;22;0;0;0;11;0;0;39;0;2;0;0;1;0;0;175;0;179;0;0;14;0;4102;0;0;4;0;0;8;296;2;0;93;0;0;0;10;29;0;836;196;20;0;0;0;1;42;0;0;0;0;2;0;0;2;61;288;0;0;0;0;0;1014;26;0;36;0;0;0;4;0;57;0;0;0;0;2508;781;0;1773;64;0;888;7;0;9211;15;0;30;0;0;0;0;31;7;0;12;72939;6;0;58;0;11;7;0;0;2;39;0;2;2;0;0;44;0;0;0;0;0;0;4;0;0;1;354;0;0;0;6;1186;0;0;2;1;0;0;9;0;24;48;0;0;0;7;0;237;0;0;0;11;10;48;10749;0;0;312;1;32;1371420;0;0;0;0;0;0;5;2;0;4;0;6;0;77;1;0;0;424;0;0;0;0;0;0;0;5;53;18;22;0;19668;0;262;0;36;0;0;0;0;1573;12786;0;0;0;204927;2;841;3112;34;119718;0;13;2;0;0;0;203;6853;6;74
KEN;14;0;0;0;0;28;0;0;3;0;0;1316;4;0;17;0;97;0;0;7;0;15;0;0;0;3;4;4;0;1;2;94;2;42;2836;0;0;106;214;0;0;4;2;20;20483;307;0;0;42;0;5;20;0;2;332;0;27;0;30;0;4;1384;0;475;0;0;7;11;14906;0;4;215;109;0;32;37;0;16;0;0;13;26;0;0;0;0;0;0;27;65;0;3819;15;0;0;35;0;4;36;1;7;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;13;0;5;78;20;0;0;8;0;0;20;0;50;37;32;6;0;8;0;0;0;0;0;27;3;3;36;133;1;48;610;2;0;194;0;0;0;65;0;722;0;1;18;0;0;445;0;41;2;0;1;0;0;17;0;0;0;0;2;0;2;0;27;1;25;0;0;0;0;2031;4237;0;2;0;0;0;17667;0;17;126;6;0;0;0;94510;0;0;1;0;0;4;0;2;0;0;0;156838;0;0;60648;1734;0;0;0;0;0;0;0;0;0;2;1145;825
KIR;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;0;0;5;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;53;0;0;0;1;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;1586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;159;0;0;11;0;0;0;0;0;0;1;0;0
PRK;11;0;0;0;0;0;0;0;752;0;0;0;14;0;0;0;115;0;0;8;0;0;0;0;10;0;0;25;0;0;0;4;196;3;15;0;0;0;10;0;0;17673;64;0;155;0;0;0;0;0;0;2;0;0;0;0;0;14;20;2;0;2;0;3;0;0;0;0;7;1;0;0;0;0;1110;4;0;2;0;0;0;0;1;0;0;6;0;0;3271;7;0;3253;9;0;0;0;0;0;21;0;4;0;0;281;0;0;149316;0;0;0;0;0;0;0;3;5;0;0;0;2343;0;5;0;11;0;0;0;0;0;0;0;0;6;0;0;0;34;0;0;0;0;163;0;0;114;0;0;0;0;3;2;3;0;0;0;0;0;288;0;9;0;4;116;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;2;5;0;0;0;0;0;13;0;0;2;12;0;0;0;20;36;0;2;0;0;0;0;0;0;0;0;5;0;0;2;681;36;0;0;34;0;0;0;0;0;3;0;3
KOR;0;0;1;66;0;3;0;0;2411;0;3;458;291;0;0;0;0;0;0;187;2;3;16;9;31;0;0;2540;494;16;0;1;257;0;11024;0;0;0;3;0;2;60214;226;0;206;0;0;3;12;0;25;2;0;27;0;0;160;45;144;18;0;0;0;4;38;0;48;4;384;4;1;0;0;0;3845;8;0;36;5;0;1;81;17;5;0;20;0;11;514;20;0;0;364;0;6;16;0;0;459;0;624009;0;0;78;0;6303;0;0;0;0;2;0;0;1;7;17;0;0;3;8;1;4;0;121;0;0;0;0;3;0;3;0;318;0;0;5;332;0;0;2;1;276;3;15;0;526;14;10;128;13;32;64;0;0;84;375;0;2;3;17;3;359;373;12395;0;7;2;0;0;0;0;1;0;0;1;0;0;0;1;0;6;1;12;68;0;0;10;0;59;0;2;0;0;0;4;2;2;86;255;3;0;0;6;114;0;48;0;2;4;0;4;0;0;0;1;0;0;110;58927;115;0;22;110;19;4;0;0;1;45;3;35
KSV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KWT;3;0;20;0;0;0;0;0;6;0;0;18;3;0;0;41;30;0;0;2;0;0;0;0;0;0;0;0;0;33;0;1;2;1;1288;0;0;0;3;0;0;4;4;0;29;0;0;0;2;0;0;5;1;2;0;0;0;0;1801;0;0;0;0;0;0;0;2;0;23;0;0;0;0;0;4;1;0;0;0;0;0;3;0;0;0;0;0;0;36;14;0;167;4;15;10143;0;0;70;4;0;0;39;0;94;0;0;0;0;0;0;0;0;4;0;0;174;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;25;0;2;0;0;5;0;0;0;10;0;5;11;0;0;0;3;443;681;0;0;0;0;1;2;1;0;0;21;0;0;0;0;0;0;0;0;0;7048;0;0;0;0;0;2;0;0;0;0;3;0;0;0;0;0;43;0;0;5;2;536;0;0;7;0;0;8;0;0;0;9;542;0;0;0;2;0;342;7;217;0;0;0;1;0;0;0;0;64928;5818;0;2
KGZ;0;0;0;0;0;0;0;0;3;0;0;208;2;443;0;0;0;0;0;4;0;0;0;0;0;0;0;2;0;16;0;0;2;0;651;0;0;0;0;0;7;36;0;0;18;0;0;0;2;3;13;85;20;1;0;0;0;0;20;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;20;3;0;0;0;0;0;0;0;11;0;0;0;0;310;29;0;21;12;0;311;0;0;3230;2;0;0;0;60951;0;0;4;0;0;4;0;1;0;20;0;1;1;0;0;0;5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;223;0;0;0;0;0;0;2;0;4;9;0;0;0;0;0;2;0;0;0;0;0;9;255;0;0;109;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;8;0;0;0;52;0;0;0;0;0;0;0;0;14;4;8;0;8298;0;49;0;7;0;0;0;0;552;2510;0;0;0;0;0;14;632;0;50545;0;0;0;0;0;0;71;2403;0;9
LAO;4;0;1;0;0;0;0;0;57;0;0;123;324;0;0;0;38;0;0;202;0;0;4;0;0;0;0;2;0;0;0;2;1179;1;1912;0;0;0;2;0;0;5;5;0;49;0;0;0;1;0;1;0;0;26;0;0;7;1;258;0;0;0;0;0;0;0;13;4;374;0;3;0;0;0;548;12;0;53;1;0;0;22;0;0;0;0;0;0;8;5;0;1068;1215;0;0;15;0;0;495;0;48;0;0;136;0;0;0;0;0;0;0;0;0;0;2;15;0;0;3;5;1;5;0;25;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;1;0;929;0;4;37;0;0;87;129;0;1;2;0;0;0;0;0;95;0;0;0;0;9;1257;0;6;0;0;0;0;0;2;0;0;0;0;0;0;0;0;6;0;2;14;0;0;0;1;1;0;0;0;0;0;9;0;0;83;279;0;0;0;10;14039;0;2;0;0;0;0;0;0;0;0;3;0;0;106;2393;4;0;6;3;26;0;0;0;0;0;0;0
LVA;0;3;0;0;0;7;0;0;379;0;0;23808;11;0;0;0;0;0;0;35;0;0;13;0;2;3;0;282;0;23;0;0;1;0;8328;0;0;0;0;0;69;3;7;0;2;0;0;0;0;72;2;29;288;363;0;0;4;2;0;0;0;0;6778;0;0;0;27;311;2850;0;3;0;0;0;17037;0;0;0;0;0;0;20;0;2;0;0;0;0;28;1027;0;14;0;0;0;90;0;117;53;0;0;0;5723;0;0;0;2;0;0;0;0;0;0;0;0;0;0;14507;14;0;6;0;1;0;0;4;0;0;0;0;0;0;162;21;0;3;0;0;0;0;2;0;0;0;0;133;0;5;655;0;0;0;0;0;0;63;0;2;0;0;68;19;9;0;9488;1;0;4;0;68;127388;0;0;0;0;0;0;0;0;0;32;0;0;0;114;9;0;0;504;58;0;0;0;0;0;0;1;744;27;0;0;0;0;0;0;0;0;1;0;0;16;0;0;0;0;21784;0;2166;74270;55;2105;2;19;0;0;0;0;2;1;2;79
LBN;7;7;73;3;0;7;0;4;9002;0;22;12301;601;0;0;280;68;4;0;387;24;215;3;0;258;1;0;24488;0;249;4;10;15;8;9160;40;0;66;25;0;479;28;1197;0;3006;9;0;21;4199;2;279;43;10;46;2;2;1774;120;8012;21;20;6;0;51;0;0;104;8;654;51;3;211;3;0;1689;1500;0;72;1;1;127;177;10;538;9;53;3;6;242;1474;0;1915;20;22;2360;27;0;475;1241;2;1;1062;0;767;0;3;0;0;30203;0;1;0;0;0;2827;2977;0;0;5;4;2;118;2;26;0;138;2;0;21;5;1;0;2179;2;0;11;0;0;0;90;0;258;1;32;67;264;138;28;201;7;2714;3355;0;0;1;25;78;170;0;91;7;7;119;13;10;11;18;883;10;2;0;31;0;0;2;0;0;2999;307;0;10;0;1711;15;4;0;1;9;604;0;0;0;1;0;349;0;6;236;529;786;0;0;56;57;0;739;0;4;35;60;640;0;0;0;14;0;1354;190;29825;307;0;49;5527;0;36;1;0;4746;6847;8;100
LSO;4;0;0;0;0;646;0;0;0;0;0;7;0;0;0;0;10;0;0;0;0;0;0;0;0;0;229;1;0;0;0;0;1;0;55;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;17;2;0;1172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199;0;0;0;0;0;10;0;18;0;0;0;0;0;0;0;0;0;29;0;154;0;4;0;1;0;6;0;0;2;0;0;0;0;0;71;0;2;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;67;3;0;0;0;0;0;190023;0;0;0;0;0;7;0;369;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;44;0;0;0;0;0;0;0;0;0;0;139;59
LBR;1;0;0;0;0;0;0;0;2;0;0;16;5;0;0;0;3;0;0;10;0;314;0;0;0;0;0;2;0;0;180;0;0;144;1715;117;0;0;0;0;0;0;1;0;0;0;0;0;3074;0;0;6;0;0;0;0;1;0;18;0;0;0;0;0;0;0;0;0;169;0;0;0;0;0;43;4084;0;21;0;0;0;0;0;369;2;0;0;0;6;5;0;392;4;0;21;0;0;555;48;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;850;0;0;1;41;0;0;5;0;0;0;0;0;0;0;0;7;0;0;1;0;0;0;2;0;116;2265;0;0;0;11;0;24;0;1;0;0;0;3;0;0;0;19;0;0;0;0;0;0;0;0;0;0;176;0;0;0;3495;0;0;0;0;0;6;0;0;0;0;0;6;0;0;1;8;0;0;0;0;0;0;337;0;0;0;0;265;0;0;0;0;0;0;29;1506;0;0;0;0;0;0;0;0;83;340;0;36
LBY;0;2;71;0;0;0;0;0;21;0;0;204;5;0;0;3;2;0;0;9;0;6;0;0;8;0;0;29;0;30;8;8;0;2;1586;0;0;1;898;0;0;0;4;0;221;3;0;0;15;0;0;199;5;0;34;0;8;0;3575;1;0;0;0;36;0;0;1;0;586;2;0;3;1;0;40;6;0;20;0;0;2;5;1;0;0;0;0;0;4;1333;0;243;10;0;31;1;0;29955;44;0;1;49;0;0;0;0;0;0;16;0;0;0;189;0;0;0;0;0;0;0;0;0;0;0;0;1;20;0;3;0;0;4;16;1;0;0;0;0;0;86;0;18;0;0;0;0;0;7;12;15;81;71;0;0;0;0;6;15;0;6;3;0;5;231;6;0;0;1011;0;0;0;0;0;0;0;0;0;27;0;0;1;0;1;0;2;0;0;0;3;0;0;0;0;0;21576;0;0;5;7;22;0;0;3;0;0;0;0;0;0;6099;384;0;0;0;64;0;17;102;1334;2;0;0;24;0;0;0;0;1371;491;0;17
LIE;0;0;0;0;0;0;0;0;9;0;0;0;2071;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;20;0;0;5;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248;0;0;0;0;0;0;0;0;0;1957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;6;0;0;0;0;0;0;0;0;0;0;0;0
LTU;0;11;0;0;0;60;0;0;5325;0;0;11625;23;0;0;0;0;0;18515;80;0;0;14;0;22;7;0;3392;0;21;0;0;2;0;7450;0;0;0;0;0;52;5;20;0;3;0;0;0;0;354;3;143;1420;545;0;0;5;21;4;0;0;0;3106;0;0;0;13;179;6066;2;1;0;0;0;41045;0;2;2;0;0;0;10;3;3;0;9;0;0;43;3975;2;19;0;0;3;80;0;601;113;0;0;0;13086;0;0;0;2;0;0;0;0;43598;4;0;0;0;0;0;30;0;12;0;9;0;0;5;3;0;0;0;0;0;186;10;0;7;0;0;0;0;5;0;1;0;0;280;0;3;270;0;1;2;0;0;0;46;0;2;0;1;30;231;104;0;262253;3;0;20;0;334;126487;0;0;0;0;0;0;0;0;0;68;0;0;0;562;44;0;0;5168;124;0;0;0;0;0;0;10;253;20;1;0;0;0;0;0;2;0;0;0;0;83;0;0;0;0;24947;0;4785;86216;664;0;1;229;0;0;0;0;11;6;17;265
LUX;0;0;0;0;0;3;0;0;16;0;0;0;126;0;2;0;0;0;0;7159;0;0;0;0;8;7;0;0;0;0;0;0;0;0;394;0;0;0;0;0;0;0;1;0;1020;4;0;1;3;73;0;0;8;6;0;0;8;0;2;0;0;0;0;11;2;0;0;4;678;0;0;2;0;0;4016;1;0;29;0;0;0;0;2;1;0;0;0;0;1;15;0;5;0;0;0;5;0;0;653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;3;0;0;0;0;0;0;0;0;0;7;0;0;11;0;0;0;0;0;0;0;0;0;30;0;0;4;0;1;2;0;0;0;15;0;1;0;0;0;0;0;0;67;217;0;0;0;5278;0;10;0;0;0;0;0;0;0;0;72;0;0;0;3;21;0;0;2608;14;0;0;0;0;0;0;0;8;783;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;627;4182;0;0;0;0;0;0;0;0;0;0;0;0
MAC;11;0;0;0;0;0;0;0;3;0;0;19;0;0;0;0;116;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;25;3;914;0;0;0;5;0;0;189478;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;2;0;0;0;0;2;0;24;0;0;0;0;0;0;36;0;0;0;0;0;3;0;0;0;0;0;0;1625889;0;0;3269;0;0;164;0;0;13;0;0;0;0;0;417;0;19834;54;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;114;0;0;0;19;0;0;0;0;0;0;0;0;290;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;6;24;0;0;0;4;48;0;0;0;0;0;28;0;0;5;0;0;0;0;30;0;0;0;0;0;0;0;4;0;0;0;8;0;0;7;133;0;0;0;0;0;0;0;0;1;40;0;28
MKD;0;3916;0;2;0;3;0;0;1365;0;0;19849;11720;0;0;8;1;0;0;645;0;2;3;0;17;0;0;513;0;797;0;1;4;7;2546;4;0;0;0;0;113;1;4;0;4;0;0;0;18;27;0;11;109;6;0;0;2;5;4;0;0;0;0;0;0;0;55;4;672;0;2;0;0;0;22794;10;0;123;0;0;0;40;1;8;0;2;0;0;9;5799;0;37;0;4;74;2;0;495;7417;0;0;71;0;4;0;0;0;0;88;0;0;0;4;0;0;0;0;0;3;0;0;0;0;0;0;0;4;0;0;0;0;0;34;43;0;2;0;0;0;0;0;0;2;0;0;31;0;10;363;0;11;17;0;0;0;0;5;11;0;7;29;0;39;3;1283;1;0;24;0;823;0;0;0;0;1;0;0;30;2;0;8;0;1;0;43;56;0;0;142;14;0;0;0;0;0;0;0;602;3920;139;0;0;7;0;0;16;0;3;0;4;44831;0;0;0;0;0;19;644;11729;98;0;4;13;0;0;0;0;293;186;124;13
MDG;0;0;0;0;0;7;0;0;5;0;1;23;17;0;0;0;2;0;0;31;0;0;0;0;0;0;3;7;0;0;0;5;0;2;233;0;0;0;12;0;0;0;0;3338;175;3;0;0;2;0;20;8;0;0;18;0;15;0;2;0;0;0;0;29;0;0;0;4;4224;64;0;2;0;0;134;3;0;66;0;0;117;0;0;0;0;0;0;0;5;14;0;291;0;0;0;10;0;0;146;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;0;6;0;0;0;0;0;124;0;185;2;5;0;0;14;0;0;0;0;0;0;2;0;0;0;6;0;2;0;0;9;0;0;0;206;0;18;0;0;0;0;1;0;0;4;3;0;3241;0;0;0;0;0;0;0;0;0;0;0;9;0;2;0;0;0;0;0;207;0;0;0;0;0;960;0;5;36;23;0;0;0;3;0;0;0;0;0;6;0;0;0;0;0;45;0;0;738;132;0;0;0;1;0;0;0;0;0;0;2;1763
MWI;3;0;0;0;0;348;0;0;0;0;0;83;0;0;0;0;7;0;0;0;0;22;0;0;0;0;336;0;0;0;0;9;1;4;149;1;0;0;20;0;0;2;0;0;7;0;0;0;61;0;0;3;0;0;32;0;0;0;0;0;0;98;0;1;0;0;0;0;750;0;0;0;0;0;1;5;0;0;0;0;0;2;0;0;0;0;0;0;12;5;0;893;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;29;4;0;0;0;0;0;0;0;0;1184;0;186;0;3;0;0;3;66;0;0;278;0;0;0;0;0;54;0;0;1;0;0;0;0;67;0;0;17;0;0;0;0;0;0;0;0;0;0;0;2;80;3;0;0;0;0;143;51431;0;0;0;0;0;1668;0;244;6;0;0;0;0;17377;0;0;2;0;0;0;0;0;0;0;0;78;0;0;131;118;0;0;0;0;0;0;0;0;0;0;59279;173843
MYS;117;0;10;3;0;4;0;0;7;0;1;10584;28;0;23;0;141;0;0;17;0;0;0;3;0;1;0;0;21231;0;0;0;779;0;2889;0;0;0;0;0;0;937;2;0;64;0;0;0;0;0;10;0;0;55;0;0;16;0;1025;0;0;0;0;1;9;0;109;9;792;0;3;0;0;0;49;2;0;5;0;0;0;186;0;0;0;0;0;0;7758;5;0;35763;2809;0;3;32;0;0;42;2;340;0;0;4;0;98;0;0;1;0;16;0;0;0;1;136;0;0;6;125;2;6;1;0;4;0;0;0;1;0;2;0;20;2;0;1;1;0;0;12;0;2190;2;34;21;277;6;22;2866;0;1;2;0;0;1;16;0;3128;0;0;87;0;1;1438;0;13;2;0;0;0;0;2;1;0;2;0;0;1;0;0;12;0;1;187189;0;0;32;0;110;0;712;0;0;0;0;0;3;178;24;6;0;0;0;2231;90;2;0;4;3;6;2;0;0;0;0;0;0;26661;507;0;0;51;0;299;1;0;0;0;22;4;53
MDV;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;1
MLI;8;0;0;0;0;0;0;0;4;0;0;3;62;0;0;0;21;0;0;116;0;2645;0;0;0;0;0;5;0;0;18584;247;3;418;87;975;0;190;9;0;0;4;0;0;5927;89;0;0;284150;0;0;6;0;0;14;0;4;0;51;0;1;30;0;973;0;0;0;2;2265;0;0;4635;5032;0;498;9499;0;246;0;0;0;0;0;4329;22;0;0;0;36;23;0;2591;0;0;0;5;0;0;542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1338;2;0;0;2;0;0;22;0;1;0;0;0;0;1;2477;0;2;0;0;0;1;0;0;0;0;0;0;0;0;8;0;0;0;0;2;21978;13610;0;0;0;0;0;158;0;0;0;0;1;1;0;2;0;0;0;0;0;5;0;0;0;0;0;0;8848;0;4;0;1521;0;0;0;0;44;12;0;0;0;0;0;724;0;0;19;86;0;0;0;2;0;0;2461;0;0;0;0;0;0;0;0;34;0;0;395;55;0;0;0;0;0;0;0;0;0;0;0;69
MLT;0;0;3;3;0;4;0;0;5;0;0;63699;3;0;9;0;1;0;0;1;0;0;2;0;0;2;0;0;0;1;0;1;4;7;913;0;0;0;0;0;19;1;0;0;4;0;0;0;1;0;1;0;0;17;0;0;11;0;28;0;0;0;0;0;5;0;94;12;2053;0;10;0;0;0;4;9;0;0;0;0;0;69;0;0;0;0;0;0;9;7;0;36;0;0;0;11;0;0;17;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;4;0;0;0;0;0;0;0;0;0;0;0;18;74;0;2;0;0;0;0;0;0;1;0;0;92;0;18;322;0;0;0;0;0;2;11;0;10;0;0;18;0;0;0;0;4;0;0;0;0;0;0;0;0;2;0;0;0;2;0;23;0;1;0;0;0;0;0;306;42;0;0;0;0;0;0;0;25;49;0;0;0;7;0;0;0;0;5;1;0;0;0;0;1;0;0;0;35916;38;0;0;7;0;0;0;0;0;0;0;1;14
MHL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;0;0;0;0;0;110;0;0;2;29;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177;0;0;0;0;0;0;0;0;0;0;0;0
